dept_names,dept_index
HLTH BEHAVIOR & HLTH ED DEPT,2503
UTIL/PLT - MECH ENGINEERING,2504
FINANCE & PERSONNEL,2505
BUS SCH INFORMATION SUPPORT,2506
LIBRARY PRESERVATION,2507
UMH ENVIRONMENTAL SVCS-MN,2508
MUSIC LIBRARY,2509
PURCHASING - PRIME CONTRACTS,2510
UMH ACS ADMINISTRATIVE OPERS.,2511
MED ED/OFC OF ED RESOURCES&RES,2512
UMH 4A NEURO-NEUROSURG,2513
HR RECORDS & INFO SERVICES,2514
GRADUATE LIBRARY STACKS,2515
UMH ACS CLERICAL RESOURCE POOL,2516
UMH PATIENT FOOD/NUTR SVCS,2517
UMH MEDSPORT ICE CUBE - TECH,2518
LIBRARY ACQUISITIONS & SERIALS,2519
BUS SCH DEAN'S OFFICE,2520
GRADUATE LIBRARY CIRCULATION,2521
LIBRARY FINANCE AND FACILITIES,2522
BUS SCH EXECUTIVE MBA PROGRAM,2523
UMH TEAM 2 CANCER CTR,2524
UMH NSG INVESTMENT,2525
ITCS-UNIV CORP FOR ADV INT DEV,2526
UMH 5A ORTHO/TRAUMA/UROLOGY,2527
TECHNOLOGY & INFORMATION,2528
BUS SCH EXECUTIVE EDUCATION,2529
LIBRARY COOPERATIVE ACCESS SVC,2530
UMH GSE CLINIC PROFESSIONAL,2531
TOTAL COMPENSATION,2532
BUS SCH STUDENT SERVICES,2533
GRADUATE LIBRARY SERIALS,2534
GRAD SCH-CHILDREN'S CENTER,2535
BUS SCH KRESGE LIBRARY,2536
UMH C & FL - KIWANIS,2537
UMH C & FL - GALENS,2538
DBN CASL-HUMANITIES-LETTERS,2539
MAIS EAS - DATA DELIVERY/ADMIN,2540
UMH TEAM 6 CANCER CENTER,2541
CNTR FOR ADV OF CLINICAL RES,2542
UMH OB/GYN REPRO ENDO PROF,2543
UMH BHA PEDS SPEC PROF,2544
MAIS EAS - SERVICE DELIVERY,2545
UMH CONTRACTS AND PROCUREMENT,2546
SON-CERCF-CTR FOR ENHANCEMENT,2547
UMH ORTHOPAEDIC SURG HOUSE OFC,2548
UMH BHA SPECIALTY - TECHNICAL,2549
UMH MCIT CLINICAL BUSINESS III,2550
FLINT FINANCIAL SVCS & BUDGET,2551
SON-SAT. CLINIC-SAFE HOUSE,2552
MAIS EAS - INT. INTEGRAT & IMP,2553
RECRUITMENT & CAREER SERVICES,2554
UMH CCSS PAT DEMOGRAPHIC SRVCS,2555
ITCI - UM LIAISON,2556
ACADEMIC & STAFF HR SERVICES,2557
DBN CASL-HUMANITIES-FINE & APP,2558
BUS SCH CENTER FOR INTL BUS ED,2559
OFFICE OF EXTENDED LEARNING,2560
DIGITAL LIBRARY PRODUCTION SVC,2561
MC KIDSCARE,2562
DENTISTRY - OFC OF INFO TECH,2563
SOCIAL WORK LIBRARY,2564
UMH DIGESTIVE HLTH ASSOC,2565
UMH 7B PROCEDURAL RECOV. UNIT,2566
UMH ONCOLOGY NURSING,2567
TREASURER'S OFF - CHECKWRITING,2568
SCHOLARLY PUBLISHING OFFICE,2569
UMH TEAM 5 CANCER CENTER,2570
HOUSING MNG OPS-ENVIR SERV,2571
BUS SCH DOCTORAL PROGRAMS,2572
DBN PHYSICAL PLANT-HEAT & VENT,2573
BUS SCH RESEARCH COMPUTING,2574
DBN LEARNING CENTER,2575
UMH OSA-PEDIATRIC OTHRO PRO,2576
TAUBER MANUFACTURING INSTITUTE,2577
UMH NURSE INFO SVCS,2578
UMH NEUROSURGERY HOUSE OFFICER,2579
CAMPUS INFORMATION CENTER,2580
MEDIA UNION LIBRARY,2581
BUS SCH FACILITIES,2582
PROFESSIONAL & ORG DEVELOPMENT,2583
FLINT GRADUATE PGMS & RESEARCH,2584
UMH MLABS PROGRAM,2585
MICHIGAN TELEVISION,2586
ORGANIZATION ENVIRONMENT,2587
UMH SOCIAL WORK - ADULT IP,2588
UMH PR & MKTG COMMUNICATIONS,2589
BUS SCH MITSUI CENTER,2590
UMH TEAM 3 CANCER CTR,2591
UMH CARDIOLOGY - PRO BWD 2,2592
MICHIGAN LEADERSHIP INSTITUTE,2593
UMH RAD - ASSOC,2594
HR STRATEGY & PLANNING,2595
GRADUATE LIBRARY AREA PROGRAMS,2596
UMH HOUSING BUREAU/GIFTS,2597
UMH GSA SPLIT FUND,2598
DBN PHYSICAL PLANT-BLDG MAINT,2599
UMH BHA PEDS P.C. - PRO,2600
BUS SCH COMMERCE PARK,2601
BUS SCH OFC TAX POLICY RSRCH,2602
UMH CHILD & FAMILY LIFE - HR,2603
HOUSING-JUDICIAL,2604
HOUSING-INFO TECHNOLOGY,2605
LS&A CLASS ART&ARCHAEOLOGY PGM,2606
UMH QI PATIENT RELATIONS,2607
UMH NUTRITION CLINIC - TC,2608
UMH OPHTHY MILFORD - PRO,2609
UMH NUTRITION CLINIC - EAAHC,2610
BUS SCH CORP ENVIRON MGT. PRGM,2611
UMH TEAM 1 CANCER CENTER,2612
LIBRARY HUMAN RESOURCES,2613
UMH BHA PEDS P.C. - TECH,2614
UMH TC IM NEP CLINIC,2615
OFFICE OF TECHNOLOGY TRANSFER,2616
FLINT OFFICE OF RESEARCH,2617
UTIL/PLT ENGR ELECTRICAL MAINT,2618
ENVIRONMENTAL INTERPRETIVE CTR,2619
UMH TBE SPLIT FUND,2620
UMH EMERGENCY SERVICES PROF,2621
UMH NURSE RECRUIT./CAREER DEV.,2622
LS VALUES AND SOCIETY PROGRAM,2623
BIOINFORMATICS,2624
SPATIAL/NUMERIC DATA SVCS,2625
UMH INT MED ADMIN/OVERHEAD,2626
UMH C & FL - GIFTS,2627
GRAD SCH-ACADEMY OF SCIENCES,2628
UMH DIABETIC EDU PROGRAM-BW2,2629
BUS SCH ENTREPRENEURIAL PGRM,2630
UDE - PRESIDENT'S OFFICE ADMIN,2631
BUS SCH BUS INDUST & ADMIN DIV,2632
MICHIGAN JOURNALISM FELLOWS,2633
UMH BRIGHTON HEALTH CNTR,2634
IMAGINING AMERICA,2635
SON-GRANTS,2636
COMPUTER SUPPORT SYSTEMS,2637
UMH MCIT - TELEMEDICINE,2638
BUS SCH RESEARCH SUPPORT,2639
UMH BHA SPECIALTY PROFESSIONAL,2640
BUS SCH COMMUNICATIONS,2641
LIBRARY PHOTODUPLICATION,2642
UMH CLIN OPS PRO INTERNAL MED,2643
INFORMATION SYSTEMS,2644
ITCI - ADMIN/CARAT,2645
MICHIGAN SOCIETY OF FELLOWS,2646
UMH BHA CORE,2647
MAIS HRMS CPU,2648
MAIS US LRNG & INFO DESGN SRVC,2649
AVPF - ORGANIZATIONAL DEV.,2650
UMH PATIENT SERVS. ADMIN,2651
HOUSING-DESK OPERATIONS,2652
SON-(DIV I) DIVISION OF ACUTE,2653
BUS SCH TAUBER MAN INSTITUTE,2654
ARTS AT MICHIGAN,2655
UMH POD D INFECT DISEASES PRO,2656
UMH MOTOR MEALS P.F.A.N.S.,2657
FINE ARTS LIBRARY,2658
DBN PHYSICAL PLANT-BLDG SVCS,2659
HOUSING-SNACK BAR,2660
BUS SCH GLOBAL PROGRAMS,2661
FILM AND VIDEO LIBRARY,2662
UNIONS-RECREATION,2663
LIBRARY SYSTEMS,2664
LS&A ENVIRONMENT LEARNING COMM,2665
FIN OPS - BUSINESS PROCESSES,2666
SRC-STUDIES OF YOUTH,2667
MAP LIBRARY,2668
LIBRARY DESKTOP SUPPORT SVCS,2669
LS&A FOCUS CENTER,2670
STUDENT AFFAIRS RESEARCH,2671
DBN FIELDHOUSE,2672
UMH GIFTS OF ART,2673
UMH OSA-TRAUMA PRO,2674
DBN PHYSICAL PLANT-GEN REPAIRS,2675
GRADUATE LIBRARY DOCUMENTS,2676
HOUSING MNG OPS-DESK OPERATION,2677
UMH QI OPERATIONS,2678
HOUSING-RESCOMP,2679
HOUSING-LIBRARY,2680
DEAN OF STUDENTS,2681
UMH SINUS-FACILITY,2682
UMH HEMATOLOGY TECH CANCER CTR,2683
HOUSING-CONFERENCES,2684
HOUSING-LIVING LEARNING,2685
DBN ART MUSEUM PROJECT,2686
PEDIATRIC TRANSPLANT VIF,2687
SON-ACADEMIC AFFAIRS,2688
UMH TREATMENT ROOM 3 - TECH,2689
UMH TC IM LIVER CLINIC,2690
LIBRARY FACULTY EXPLORATORY,2691
UMH E&M - TECH BRIARWOOD 2,2692
SON-(DIV II) DIVISION OF HLTH,2693
UMH NURSING OFFSET ACCOUNT,2694
HEALTH MANAGEMENT RESEARCH CTR,2695
UMH H.O. PEDS - CARDIOLOGY,2696
LSA ENGLISH LANGUAGE & LIT.,2697
UMH H.O. CORE ANESTHESIOLOGY,2698
LSA FILM & VIDEO,2699
SRC-DS-SURVEY MANAGERS,2700
LSA WOMEN'S STUDIES,2701
LSA UG: ENVIRONMENT,2702
UMH H.O. IM HEM/ONC,2703
LSA POLITICAL SCIENCE,2704
LSA II:INTERNATIONAL INSTITUTE,2705
LSA CLASSICAL STUDIES,2706
LSA ENGLISH LANGUAGE INSTITUTE,2707
LSA PHYSICS,2708
LSA SOCIOLOGY,2709
LSA MOLEC./CELL./DEVELOP. BIO,2710
UMH H.O. CORE SURGERY,2711
LSA ECONOMICS,2712
ICPSR-ARCHIVAL DEVELOPMENT,2713
LSA CAAS,2714
LSA II: SE ASIAN STUDIES,2715
LSA II: INTERNATIONAL PROGRAMS,2716
LSA NEAR EASTERN STUDIES,2717
SRO-DATA COLLECTION OPERATIONS,2718
LSA GERMANIC LANGUAGES & LIT.,2719
UMH H.O. CORE PSYCHIATRY,2720
SRC-LIFE COURSE DEVELOPMENT,2721
LSA PSYCHOLOGY,2722
LSA AMERICAN CULTURE,2723
LSA CHEMISTRY,2724
UMH H.O. CORE RADIOLOGY,2725
LSA ECOLOGY & EVOLUTIONARY BIO,2726
UPE - MECH & ELEC ENGR,2727
LSA KELSEY MUSEUM/ARCHAEOLOGY,2728
UMH H.O. SURGERY - PLASTIC,2729
ICPSR-ADMIN,2730
UMH H.O. NEUROSURGERY,2731
LSA MATHEMATICS,2732
OFFICE OF CEREM & PRES EVENTS,2733
LSA BIOLOGY - UNDERGRADUATE,2734
UMH H.O. RADIATION ONCOLOGY,2735
LSA COMMUNICATION STUDIES,2736
SECURITY SERVICES,2737
LSA ASTRONOMY,2738
UMH H.O. IM INFECTIOUS DISEASE,2739
LSA GEOLOGICAL SCIENCES,2740
LSA UG: COMPREHENSIVE STUDIES,2741
LSA HISTORY OF ART,2742
LSA HISTORY,2743
LSA ROMANCE LANGUAGES & LIT.,2744
LSA UG: RESIDENTIAL COLLEGE,2745
UMH PRACT MGMT DISCHG PLANNING,2746
SRC-CONSUMER ATTITUDE SURVEY,2747
LSA STATISTICS,2748
DBN COL OF ENG-PROFESSIONALDEV,2749
LSA HERBARIUM,2750
BUILDING AUTOMATION SYSTEMS,2751
LSA PHILOSOPHY,2752
SRC-PSID,2753
FLINT ECDC,2754
LSA ZOOLOGY MUSEUM,2755
UMH CC BUS SVC TEAM,2756
MEDICAL EDUCATION ADMIN,2757
LSA DEAN: ACADEMIC AFFAIRS,2758
UMH MI VISITING NURSES ASSOC,2759
UMH H.O. PEDS - HEM/ONC,2760
UMH REICHERT ALLERGY PRO,2761
LSA DEAN: MEDIA SERVICES,2762
SRC-HRS,2763
UMH H.O. FELLOWS RADIOLOGY,2764
LSA ANTHROPOLOGY,2765
UMH H.O. PM&R,2766
LSA DEVELOPMENT,2767
SRC-FAMILY DEMOGRAPHY,2768
HR TOTAL COMPENSATION,2769
SRC - LIFE-CYCLE ECONOMICS,2770
UMH H.O. FELLOWS ANESTHESIOLOG,2771
UMH SPINE PHYSICAL-OCC THERAPY,2772
LSA BOTANICAL GARDENS,2773
DATA COLLECTION SYSTEMS,2774
LSA LINGUISTICS,2775
DBN WOMEN'S RESOURCE CENTER,2776
UMH H.O. FELLOWS PATHOLOGY,2777
ENTRANCE SERVICES,2778
LSA BIOLOGICAL STATION,2779
UMH H.O. IM ALLERGY & IMMUNOLO,2780
DBN ORIENTATION,2781
LSA UG: STUDENT ACAD. AFFAIRS,2782
FLINT VC FOR INSTITUTIONAL ADV,2783
UMH ED - PHY ASST,2784
LSA DEAN: OUTREACH STAFFING,2785
ISR-ACCOUNTING,2786
UMH PT & OT CLINIC - CANTON,2787
LSA PALEONTOLOGY MUSEUM,2788
LSA ASIAN LANGUAGES & CULTURES,2789
LSA DEAN: DEAN'S OFFICE,2790
ICPSR-COMPUTER & NETWORK,2791
UMH H.O. IM GERIATRIC MEDICINE,2792
UMH H.O. IM NEPHROLOGY,2793
UMH H.O. PEDS - NEONATAL,2794
UMH MI VISITING NURSES CORP,2795
UMH H.O. FELLOWS NEUROLOGY,2796
HR RECRUITMENT & CAREER SRVCS,2797
LSA SWEETLAND WRITING CENTER,2798
SRC-SURVEY METHODOLOGY,2799
SRC-SEH-VINOKUR,2800
LSA EXHIBIT MUSEUM,2801
HR ACADEMIC & STAFF HR SRVCS,2802
LSA DEAN: INFO. TECHNOLOGY,2803
UMH H.O. IM GASTROENTEROLOGY,2804
UMH PM&R CLINICS - PRO,2805
LSA DEAN: PLANNING/OPERATIONS,2806
SRC-COMP & MULTI-MEDIA TECH,2807
SNRE MICHIGAN SEA GRANT,2808
UMH H.O. CORE PATHOLOGY,2809
MICHIGAN PUBLIC MEDIA,2810
LSA UG: CURRICULUM SUPPORT,2811
LSA DEAN: FACILITIES,2812
ITCI - MGRID,2813
LSA ANTHROPOLOGY MUSEUM,2814
PEDIATRIC HOSPITALISTS,2815
ISR-DUPLICATING,2816
HR PROFESSIONAL & ORG DEVELOP,2817
LSA DEAN: FINANCE,2818
LSA SLAVIC LANGUAGES & LIT.,2819
LSA COMPARATIVE LITERATURE,2820
UMH OPHTHALMOLOGY CLINIC-PRO,2821
UM AUTISM & COMM DISORDERS CTR,2822
UMH NEUROSURG OR/FL COVERAGE,2823
UMH CVC CALL CENTER - HOSP,2824
MANAGED COPIER PROGRAM,2825
UMH H.O. IM CARDIOLOGY,2826
LSA MARKETING & COMMUNICATIONS,2827
ICPSR-USER SUPPORT,2828
SRC-DST DIRECTOR'S OFFICE,2829
HR ORGANIZATION ENVIRONMENT,2830
LSA UG: MICH COMMUNITY SCHLRS,2831
LSA UG: LANGUAGE RESOURCE CTR.,2832
UMH PM&R SPINE FLUOROSCOPY,2833
LSA UG: HONORS,2834
LSA DEAN: RESEARCH/GRAD. STUD.,2835
LSA II: JAPANESE STUDIES,2836
DST RES DEV GROUP,2837
LSA DEAN: UNDERGRAD. EDUCATION,2838
UMH H.O. FELLOWS OB/GYN,2839
LSA II: CHINESE STUDIES,2840
UMH H.O. IM PULMONARY,2841
COPY CENTERS,2842
UMH MOTOR MEALS,2843
UMH H.O. SURGERY-CRITICAL CARE,2844
HR INSTITUTIONAL EQUITY,2845
UMH MI VISITING CARE,2846
UMH H.O. CORE PEDIATRICS,2847
UMH DENTAL SURGERY,2848
ISR-PERSONNEL,2849
SNRE CILER,2850
LSA DEAN: HUMAN RESOURCES,2851
ISR-PROPOSALS & CONTRACTS,2852
UMH H.O. FELLOWS PSYCHIATRY,2853
LSA APPLIED PHYSICS,2854
UMH H.O. IM RHEUMATOLOGY,2855
MEDICAL MGMT CENTER PTO,2856
LSA II: S. ASIAN STUDIES,2857
UMH DEVICE & PACEMAKER MGMT,2858
UMH ORTHOPEADIC OR/FL COVERAGE,2859
RCGD-ACHIEVEMENT RESEARCH,2860
LSA UG: LLOYD HALL SCHOLARS,2861
LSA JUDAIC STUDIES,2862
UMH MCIT CLINICAL SYSTEMS UNIT,2863
LSA UG:SCIENCE LEARNING CENTER,2864
UMH H.O. PEDS - NEPHROLOGY,2865
SRC-ADMINISTRATION,2866
KNIGHT-WALLACE FELLOWS,2867
ISR-DIRECTOR'S OFFICE,2868
LSA II: RUSSIAN & E. EURO. ST,2869
LSA DEAN: AUXILIARY SERVICES,2870
UMH H.O. SURGERY - VASCULAR,2871
UMH H.O. IM ENDO & METAB,2872
LSA ORGANIZATIONAL STUDIES,2873
LSA II: ME & N. AFRICAN ST,2874
RECRUITMENT & ADMISSIONS-DENT,2875
PE-REAL ESTATE,2876
DBN HFE-FOOD SERVICES,2877
SON-CHILD/ADOLESCENT HEALTH,2878
UMH CANTON HC MED/PEDS,2879
LSA UG: STUDENT RECRUITMENT,2880
UMH H.O. PEDS - GASTROENTEROLO,2881
UMH OSA-FOOT & ANKLE PRO,2882
UMH RADIOLOGY CROSS-SECTIONAL,2883
MAIS RESEARCH ADMIN SYSTEMS,2884
LSA II: LATIN AMER & CARIB ST,2885
LSA UG: UROP IN RESIDENCE,2886
UMH KEC - CANTON,2887
LSA UG: HLTH. SCIENCE SCHOLARS,2888
DENT-CLINICAL RESEARCH CENTER,2889
LSA II: EUROPEAN STUDIES,2890
DBN COLLEGE OF ENG-CEEP,2891
UMTRI-ENGINEERING RESEARCH,2892
LSA UG: UROP,2893
SRC-SEH-PRICE,2894
ICPSR-ARCHIVAL OPERATIONS,2895
UMH H.O. PEDS - CRITICAL CARE,2896
LSA DEAN: MGMT. INFO. SYSTEMS,2897
DBN PHYSICAL PLANT-BOILER OPER,2898
UMH H.O. PEDS - ENDOCRINOLOGY,2899
ICPSR-EDUCATION,2900
LSA HUMANITIES INSTITUTE,2901
UMH ANES - CAS SUPPORT,2902
SRC-SEH-HOUSE,2903
MAIS TIO-SECURITY/NETWORK SVCS,2904
FLINT INSTITUTIONAL ANALYSIS,2905
UMH BHA OPHTHALMOLOGY TECH,2906
UMH KEC - CANTON TECH,2907
DBN AUDIO VISUAL,2908
ISR-MAIL ROOM,2909
UMH ACS NURSING CARE,2910
DBN PARKING OPERATIONS,2911
UMH H.O. PEDS - PULMONARY,2912
LSA PHYSICS: FOCUS CENTER,2913
SRC-SOCIAL ENVIR STUDIES,2914
SRC-URBAN & ENVIR STUDIES,2915
ORAL HEALTH SCIENCES,2916
UTILITY/PLANT - ENGINEERING,2917
UMH H.O. PEDS - INFECTIOUS DIS,2918
FLINT CL&T,2919
SRC-QUANTITATIVE METHODS,2920
SRC-SEH-WILLIAMS,2921
SRC-SOCIAL INDICATORS,2922
LSA II: CSST,2923
ISR-BUSINESS SERVICES ADMIN,2924
RADIATION ONCOLOGY - FOOTE,2925
SRC-RESEARCH DESIGN & DEVEL,2926
HITO,2927
UMH LIVONIA ALLERGY SINUS-PROF,2928
UMH TSA SPLIT FUND INDIRECT,2929
REGIONAL ALLIANCE HEALTHY SCLS,2930
UMH CVC ADMINISTRATIVE SUPPORT,2931
DBN COL OF ENG-IAVS,2932
INT MED-HEMATOLOGY/ONCOLOGY     1,2933
ISR-MANAGEMENT INFORMATION SYS,2934
DBN TV STUDIO,2935
HOUSING MNG OPS-MAINTENANCE,2936
SRC-PROJECT SERVICES,2937
STORES - PLANT SERVICE UNIT,2938
UMH PROJECT HEALTHY SCHOOLS,2939
UMH TC ADMINISTRATION,2940
STORES - WAREHOUSE,2941
FINOPS SPON PRGS & GEN AR,2942
UMH 4B/C CARD/THOR/VAS,2943
UMH NURSING 5C SURGERY,2944
FLINT UHWC,2945
DIGITAL MEDIA COMMONS,2946
OPHTHALMOLOGY & VISUAL SCIENCE,2947
SRO PROJECT DESIGN & MGT.,2948
PSYCH LABS AND BIOINFORMATICS,2949
UMH H.O. SURGERY - THORACIC,2950
CPS- CTR FOR POLITICAL STUDIES,2951
BUS SCH FACULTY SUPPORT,2952
UMH-P ANES PRE-OP,2953
UMH PULMONARY LAB TECH,2954
UMTRI-STATISTICAL ANALYSIS,2955
UMH RECORD AVAIL UNIT/ARUS,2956
BIO-MED TECH FOR PROTEOMICS,2957
COE CAEN,2958
UMH-T ANESTHESIA UH,2959
FINOPS STUDENT BUS OPS,2960
UMH 8C GENERAL SURGERY/MED,2961
UMH ANESTHESIA CRNA,2962
UMH H.O. PEDS - NEUROLOGY,2963
UMH MI VISITING NURSE ASSOC,2964
UMH MCIT-BUSINESS MANAGEMENT,2965
MEND,2966
HR BENEFITS OFFICE,2967
UMH-T ANESTHESIA MOTT,2968
UNIV CTR FOR CHILD & FAMILY,2969
UMH H.O. MED/PED,2970
FINOPS PAYROLL OFFICE,2971
UMTRI-ADMINISTRATION / LIBRARY,2972
BOTANICAL GARDENS & ARBORETUM,2973
SRO TECHNICAL SERVICES,2974
STORES - COMPUTER PROCUREMENT,2975
UMH-P CTR FOR INTERV PAIN MED,2976
FLINT HEALTH SCIENCE & ADMIN,2977
PSYCHOLOGICAL CLINIC,2978
FINOPS BANK & INVEST RECS,2979
UMH SLEEP DISORDERS LAB - KMS,2980
FINOPS FUNDS,2981
UMH TRANSACTIONAL PURCHASING,2982
SRO DIRECTOR'S OFFICE,2983
MAIS BUSINESS & FINANCE IT,2984
PSYCH HLTHSVC OUTCOME RESEARCH,2985
FINOPS CONTROLLER'S OFFICE,2986
UMTRI-OSAT,2987
UMH PROBLEM SUMMARY LIST UNIT,2988
UMTRI-DATA CENTER,2989
HR RECRUITING & EMPLYMNT SRVCS,2990
UMH MFIT FORD MI PROVING GRNDS,2991
STAFF HR,2992
PALMER COMMONS,2993
INFO TECH SECURITY SRVCS,2994
UMTRI-SOCIAL & BEHAV ANALYSIS,2995
OVPR-IRB BEHAVIORAL/HEALTH SCI,2996
DEPRESSION CENTER,2997
UNIV CTR FOR DEV OF LANG & LIT,2998
UMH ORDERS MANAGEMENT PROJ,2999
FLINT BUILDING MGMT & EVENTS,3000
UMH FINANCIAL PLANNING,3001
UMTRI-BIOSCIENCES,3002
"ART, ARCH, & ENGIN LIBRARY",3003
"PSYCH ANXIETY, STRESS & AMBUL",3004
FLINT ASSOCIATE PROVOST,3005
UMH -T ANESTHESIA OB,3006
UMH ACCESS UNIT,3007
UMH MI VISITING NURSE CORP,3008
STORES - BUILDING MANAGEMENT,3009
UMH MCIT TECH OPERATION SVCS,3010
OTOLOGY-NEUROTOLOGY,3011
AVP-INDIVIDUAL GIVING/CAMPAIGN,3012
SRO PROPOSAL DEVELOPMENT,3013
UMH MED SPORT-LIVONIA TECH,3014
STORES - INFORMATION SYSTEMS,3015
UMH H.O. ORAL MAXILLOFACIAL,3016
FINOPS TAX RES & REPORTING,3017
UMH NURSING - SWAT,3018
BUS SCH ERB INSTITUTE,3019
UMH PM&R CLINICS - TECH,3020
PSYCH HOSPITAL & COMMUNITY SVC,3021
UMH QI CUSTOMER SATISFACTION,3022
UMH CPU - CENTRAL,3023
LSA UG: SCIENCE LEARNING CTR.,3024
UMTRI-HUMAN FACTORS,3025
PURCHASING - VENDING,3026
UMH OSA-JOINT RECONST PRO,3027
DT LEADERSHIP GIFTS & PRES ACT,3028
CHILD BEHAVIORAL HEALTH,3029
FINOPS FIN REPTS & TRANS SVCS,3030
INST FOR HUMAN ADJUSTMENT CO,3031
UMH NNP STAFF SAL/BENE TRSF,3032
UMH CHILD AND ADOL O/P SW,3033
DENT - MCOHR-CLINICAL RESEARCH,3034
UMH NEUROSURGERY SPINE SUPPORT,3035
UMH TBCC CLINIC PROF,3036
UMH H.O. SURGERY - PEDIATRIC,3037
UMH ANESTHESIA CRNA - UH,3038
UMH OSA-ONCOLOGY PRO,3039
UMH PEDS HOME VENT PROGRAM,3040
DBN UNIVERSITY CENTER,3041
RECRUITMENT&PERSONNEL/PLANNING,3042
UMH H.O. PEDS - RHEUMATOLOGY,3043
INFO TECH SECURITY OFFICE,3044
HEAD AND NECK ONCOLOGY,3045
UMHHC COMPLIANCE OFFICE,3046
UMH HOUSE OFFICER VA,3047
UMH ANES. ACUTE PAIN NSG - UH,3048
HOUSING-CONF MANAGEMENT SVCS,3049
ITCI - CARAT,3050
FINOPS BUSINESS PROCESSES,3051
UMH COMPLIANCE - WEB BASED EDU,3052
UMH POD D ID TRAVEL CLINIC-PRO,3053
UMH CHELSEA HEALTH CENTER CORE,3054
DENTISTRY - SENIOR ASSOC DEAN,3055
ISR-INSTITUTE SPONSORED,3056
HR COMP & CLASSIFICATION,3057
OVPR-OFC RES COMPLIANCE REVIEW,3058
UMH VALUE ANALYSIS,3059
LIBRARY INFO TECH - GENERAL,3060
UMH GI CALL CENTER PRO,3061
DBN HFE RESIDENCE,3062
UMH PEDIATRIC TRAUMA,3063
AEC ADMINISTRATION,3064
PROJECT MANAGEMENT,3065
LSA SCREEN ARTS & CULTURES,3066
UMH 5B INTERNAL MEDICINE,3067
UMH MCIT CLIENTSVR-COLD FUSION,3068
ROSS SCH DEVEL &ALUM RELATIONS,3069
ROSS SCHOOL OF BUSINESS,3070
COE TECHNICAL COMMUNICATIONS,3071
ROSS SCH KRESGE LIBRARY,3072
ROSS SCH COMPUTING SERVICES,3073
MOLECULAR & BEHAV NEUROSC INST,3074
ARCHITECTURE & ENGINEERING,3075
DPS PATROL,3076
UMH CLINIC OPERATIONS TECH,3077
UNIV. & DEVELOPMENT EVENTS,3078
ROSS SCH FACULTY SUPPORT,3079
UMH SOCIAL WORK - PEDIATRIC,3080
UMH INTENSIVE INSULIN PA TECH,3081
UMH PLANT EXTENSION,3082
COE INTERDISC PROF PROGRAM,3083
UMH NON-CONTRACT OTHER HO PEDS,3084
UMH MCIT MVS & INTERFACE SVCS,3085
ROSS SCH EXECUTIVE EDUCATION,3086
ROSS SCH EXECUTIVE MBA PROGRAM,3087
UMH NURSING-INPATIENT AUX.,3088
UMH MCIT MIS INFO SERVICES,3089
ROSS SCH DEAN'S OFFICE,3090
NUCLEAR ENG & RADIOLOGICAL SCI,3091
COE CTR FOR PROFESSIONAL DEVEL,3092
ROSS SCH STUDENT SERVICES,3093
ADMINISTRATIVE SERVICES BUREAU,3094
ROSS SCH TAUBER MAN INSTITUTE,3095
UMH MCIT JAVA WEB SERVICES,3096
DBN ACAD SUPPORT OUTREACH SERV,3097
UMH MCIT BUS. APPLICATION SVCS,3098
UNIVERSITY DEVELOPMENT,3099
UMH MOTT COMMUNITY RELATIONS,3100
UMH MCIT ENTERPRISE DATA MGMT,3101
UMH WHEELCHAIR SEATING SERVICE,3102
UM CHILDREN'S CENTERS,3103
OHRCR-OFC HUMAN RES COMP REV,3104
MAIS TIO-WINDOW ENTERPRISE SYS,3105
UMH CARDIOLOGY - TECH BWD 2,3106
PERIODONTICS AND ORAL MEDICINE,3107
HR CLIMATE AND EQUITY,3108
UMH SOCIAL WORK - ADULT OP,3109
REAL ESTATE,3110
MEDICAL MANAGEMENT CENTER,3111
DENTAL INFORMATICS SOD,3112
HR ACADEMIC HR SERVICES,3113
CNTR FOR ENTRPNSHP AND BUS DEV,3114
FLINT COMM AND VISUAL ARTS,3115
UMTRI-TRANSP. SAFETY ANALYSIS,3116
COE ADMINISTRATION,3117
UM CHILD CARE CENTERS,3118
DBN FAIRLANE CENTER,3119
UMH ANES. ACUTE PAIN NSG-MOTT,3120
ROSS SCH DOCTORAL PROGRAMS,3121
COE TAUBER MFG INSTITUTE,3122
UMH ANESTHESIA CRNA - MOTT,3123
ROSS SCH FACILITIES,3124
ROSS SCH MITSUI CENTER,3125
UMH CC PATIENT SUPPORT SVCS,3126
UMH H.O. CORE EMERGENCY MED,3127
UMH MFIT COMMUN HLTH PROMOTION,3128
UMH SBC CONTRACT,3129
COE COLLEGE RELATIONS,3130
UMH AUDIOLOGY - NEWBORN SCREEN,3131
ROSS SCH COMMERCE PARK,3132
ROSS SCH OFC TAX POLICY RSRCH,3133
SPACE INFORMATION,3134
FLINT-PRINTING SERVICES,3135
ROSS SCH ERB INSTITUTE,3136
UMH O&P PHYSICIAN,3137
UMH C&W HOSPITAL PROJECT,3138
UMH BHC AUDIOLOGY TECH,3139
DBN ENVIRON INTERPRETIVE CTR,3140
UMH MCIT CIO ADMINISTRATION,3141
UMH NUCLEAR MEDICINE - PET,3142
UMH RAHS YPSIEAST MIDDLESCHOOL,3143
BEHAVIORAL & DECISION SCIENCES,3144
